"geo_code","date","hits","geo","time","keyword","gprop","category","Inflation.Factor","hits.adj"
"US-AK-745",2020-02-23,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-02-24,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-02-25,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-02-26,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-02-27,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-02-28,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-02-29,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-01,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-02,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-03,52,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,35.2881186783547
"US-AK-745",2020-03-04,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-05,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-06,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-07,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-08,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-09,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-10,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-11,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-12,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-13,49,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,33.2522656776804
"US-AK-745",2020-03-14,56,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,38.0025893459204
"US-AK-745",2020-03-15,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-16,48,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,32.5736480107889
"US-AK-745",2020-03-17,52,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,35.2881186783547
"US-AK-745",2020-03-18,46,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,31.2164126770061
"US-AK-745",2020-03-19,48,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,32.5736480107889
"US-AK-745",2020-03-20,49,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,33.2522656776804
"US-AK-745",2020-03-21,57,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,38.6812070128119
"US-AK-745",2020-03-22,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-23,48,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,32.5736480107889
"US-AK-745",2020-03-24,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-03-25,49,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,33.2522656776804
"US-AK-745",2020-03-26,47,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,31.8950303438975
"US-AK-745",2020-03-27,47,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,31.8950303438975
"US-AK-745",2020-03-28,46,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,31.2164126770061
"US-AK-745",2020-03-29,48,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,32.5736480107889
"US-AK-745",2020-03-30,46,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,31.2164126770061
"US-AK-745",2020-03-31,43,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,29.1805596763318
"US-AK-745",2020-04-01,42,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,28.5019420094403
"US-AK-745",2020-04-02,43,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,29.1805596763318
"US-AK-745",2020-04-03,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-04,100,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,67.8617666891436
"US-AK-745",2020-04-05,50,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,33.9308833445718
"US-AK-745",2020-04-06,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-07,45,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,30.5377950101146
"US-AK-745",2020-04-08,67,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,45.4673836817262
"US-AK-745",2020-04-09,43,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,29.1805596763318
"US-AK-745",2020-04-10,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-11,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-12,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-13,95,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,64.4686783546864
"US-AK-745",2020-04-14,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-15,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-16,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-17,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-18,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-19,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-20,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-21,42,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,28.5019420094403
"US-AK-745",2020-04-22,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-23,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-24,43,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,29.1805596763318
"US-AK-745",2020-04-25,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-26,0,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,0
"US-AK-745",2020-04-27,82,20543,"2020-01-01 2020-04-30","covid symptoms","web",0,0.678617666891436,55.6466486850978
"US-AK-747",2020-01-01,0,20544,"2020-01-01 2020-04-30","covid symptoms","web",0,1,0
"US-AK-747",2020-01-02,0,20544,"2020-01-01 2020-04-30","covid symptoms","web",0,1,0
