STATE_ABBR,STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
UT ,Utah,Cache                       ,49,5,27150,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Carbon                      ,49,7,7310,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Daggett                     ,49,9,390,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Davis                       ,49,11,73810,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Duchesne                    ,49,13,4500,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Emery                       ,49,15,3450,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Garfield                    ,49,17,1630,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Grand                       ,49,19,3160,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Iron                        ,49,21,11480,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Juab                        ,49,23,2510,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Kane                        ,49,25,1950,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Millard                     ,49,27,3860,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Morgan                      ,49,29,2130,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Piute                       ,49,31,570,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Rich                        ,49,33,590,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Salt Lake                   ,49,35,296960,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,San Juan                    ,49,37,3650,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Sanpete                     ,49,39,6610,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Sevier                      ,49,41,6220,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Summit                      ,49,43,10730,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Tooele                      ,49,45,13650,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Uintah                      ,49,47,8120,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Utah                        ,49,49,104000,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Wasatch                     ,49,51,5000,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Washington                  ,49,53,30780,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Wayne                       ,49,55,980,36,SALT LAKE CITY (UT)                                                  
UT ,Utah,Weber                       ,49,57,67170,36,SALT LAKE CITY (UT)                                                  
VT ,Vermont,Addison                     ,50,1,13180,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Bennington                  ,50,3,14800,55,ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)                           
VT ,Vermont,Caledonia                   ,50,5,11560,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Chittenden                  ,50,7,56650,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Essex                       ,50,9,2540,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Franklin                    ,50,11,17190,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Grand Isle                  ,50,13,2970,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Lamoille                    ,50,15,9430,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Orange                      ,50,17,11030,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Orleans                     ,50,19,10620,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Rutland                     ,50,21,25120,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Washington                  ,50,23,23410,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Vermont,Windham                     ,50,25,17070,6,BOSTON (MA) - MANCHESTER (NH)                                        
VT ,Vermont,Windsor                     ,50,27,23780,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VA ,Virginia,Accomack                    ,51,1,15790,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Albemarle                   ,51,3,49150,186,CHARLOTTESVILLE (VA)                                                 
VA ,Virginia,Alexandria city             ,51,510,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Alleghany                   ,51,5,9780,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Amelia                      ,51,7,4320,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Amherst                     ,51,9,12240,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Appomattox                  ,51,11,5420,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Arlington                   ,51,13,151280,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Augusta                     ,51,15,43860,178,HARRISONBURG (VA)                                                    
VA ,Virginia,Bath                        ,51,17,2060,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Bedford                     ,51,19,27660,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Bedford City                ,51,515,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Bland                       ,51,21,2630,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Botetourt                   ,51,23,12240,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Bristol city                ,51,520,0,90,"TRI-CITIES, TN-VA                                                    "
VA ,Virginia,Brunswick                   ,51,25,6390,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Buchanan                    ,51,27,10000,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Buckingham                  ,51,29,5560,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Buena Vista city            ,51,530,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Campbell                    ,51,31,46490,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Caroline                    ,51,33,8260,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Carroll                     ,51,35,15590,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Charles City                ,51,36,2730,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Charlotte                   ,51,37,4890,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Charlottesville city        ,51,540,0,186,CHARLOTTESVILLE                                                      
VA ,Virginia,Chesapeake city             ,51,550,72330,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Chesterfield                ,51,41,105070,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Clarke                      ,51,43,5120,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Clifton Forge City          ,51,560,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Colonial Heights city       ,51,570,0,59,RICHMOND-PETERSBURG                                                  
VA ,Virginia,Covington city              ,51,580,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Craig                       ,51,45,2150,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Culpeper                    ,51,47,12480,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Cumberland                  ,51,49,3650,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Danville city               ,51,590,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Dickenson                   ,51,51,6600,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Dinwiddie                   ,51,53,22390,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Emporia city                ,51,595,0,59,RICHMOND-PETERSBURG                                                  
VA ,Virginia,Essex                       ,51,57,4200,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Fairfax                     ,51,59,374050,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Fairfax city                ,51,600,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Falls Church city           ,51,610,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Fauquier                    ,51,61,20130,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Floyd                       ,51,63,6000,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Fluvanna                    ,51,65,8030,186,CHARLOTTESVILLE (VA)                                                 
VA ,Virginia,Franklin                    ,51,67,19600,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Franklin city               ,51,620,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Virginia,Frederick                   ,51,69,33470,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Fredericksburg city         ,51,630,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Galax city                  ,51,640,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Giles                       ,51,71,7100,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Gloucester                  ,51,73,13370,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Goochland                   ,51,75,6360,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Grayson                     ,51,77,7380,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Greene                      ,51,79,5740,186,CHARLOTTESVILLE (VA)                                                 
VA ,Virginia,Greensville                 ,51,81,5870,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Halifax                     ,51,83,15130,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Hampton city                ,51,650,54730,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Hanover                     ,51,85,32700,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Harrisonburg city           ,51,660,0,178,HARRISONBURG                                                         
VA ,Virginia,Henrico                     ,51,87,112510,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Henry                       ,51,89,30760,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Highland                    ,51,91,1040,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Hopewell city               ,51,670,0,59,RICHMOND-PETERSBURG                                                  
VA ,Virginia,Isle of Wight               ,51,93,11680,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,James City                  ,51,95,24060,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,King and Queen              ,51,97,2640,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,King George                 ,51,99,6260,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,King William                ,51,101,5140,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Lancaster                   ,51,103,5000,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Lee                         ,51,105,9700,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Lexington city              ,51,678,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Loudoun                     ,51,107,66830,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Louisa                      ,51,109,10510,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Lunenburg                   ,51,111,5210,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Lynchburg city              ,51,680,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Madison                     ,51,113,4570,186,CHARLOTTESVILLE (VA)                                                 
VA ,Virginia,Manassas city               ,51,683,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Manassas Park city          ,51,685,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Martinsville city           ,51,690,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Mathews                     ,51,115,3910,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Mecklenburg                 ,51,117,13370,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       
VA ,Virginia,Middlesex                   ,51,119,4400,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Montgomery                  ,51,121,37400,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Nelson                      ,51,125,5990,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,New Kent                    ,51,127,5220,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Newport News city           ,51,700,70030,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Norfolk city                ,51,710,83200,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Northampton                 ,51,131,5390,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Northumberland              ,51,133,5540,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Norton city                 ,51,720,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Virginia,Nottoway                    ,51,135,5710,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Orange                      ,51,137,10310,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Page                        ,51,139,9350,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Patrick                     ,51,141,8400,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
VA ,Virginia,Petersburg city             ,51,730,0,90,"TRI-CITIES, TN-VA                                                    "
VA ,Virginia,Pittsylvania                ,51,143,45840,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Poquoson city               ,51,735,0,59,RICHMOND-PETERSBURG                                                  
VA ,Virginia,Portsmouth city             ,51,740,37660,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Powhatan                    ,51,145,7880,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Prince Edward               ,51,147,6680,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Prince George               ,51,149,20150,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Prince William              ,51,153,115940,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Pulaski                     ,51,155,14630,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Radford city                ,51,750,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Virginia,Rappahannock                ,51,157,2580,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Richmond                    ,51,159,3010,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Richmond city               ,51,760,83810,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Roanoke                     ,51,161,87660,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Roanoke city                ,51,770,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Rockbridge                  ,51,163,13360,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,Rockingham                  ,51,165,39330,178,HARRISONBURG (VA)                                                    
VA ,Virginia,Russell                     ,51,167,11920,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Salem city                  ,51,775,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Scott                       ,51,169,9880,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Shenandoah                  ,51,171,14600,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Smyth                       ,51,173,13770,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,South Boston City           ,51,780,0,67,ROANOKE-LYNCHBURG                                                    
VA ,Virginia,Southampton                 ,51,175,9720,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Spotsylvania                ,51,177,42210,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Stafford                    ,51,179,31990,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Staunton city               ,51,790,0,178,HARRISONBURG                                                         
VA ,Virginia,Suffolk city                ,51,800,24080,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Surry                       ,51,181,2640,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Sussex                      ,51,183,4150,59,RICHMOND (VA) - PETERSBURG (VA)                                      
VA ,Virginia,Tazewell                    ,51,185,18090,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
VA ,Virginia,Virginia Beach city         ,51,810,155960,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
VA ,Virginia,Warren                      ,51,187,12290,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Washington                  ,51,191,29180,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Waynesboro city             ,51,820,0,178,HARRISONBURG                                                         
VA ,Virginia,Westmoreland                ,51,193,6790,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
VA ,Virginia,Williamsburg city           ,51,830,0,41,NORFOLK-PORTSMTH-NEWPT NWS                                           
VA ,Virginia,Winchester city             ,51,840,0,8,"WASHINGTON, DC(HAGRSTWN)                                             "
VA ,Virginia,Wise                        ,51,195,17460,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    
VA ,Virginia,Wythe                       ,51,197,11960,67,ROANOKE (VA) - LYNCHBURG (VA)                                        
VA ,Virginia,York                        ,51,199,25140,41,NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)                   
WA ,Washington,Adams                       ,53,1,5310,79,SPOKANE (WA)                                                         
WA ,Washington,Asotin                      ,53,3,8140,79,SPOKANE (WA)                                                         
WA ,Washington,Benton                      ,53,5,54090,127,YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)            
WA ,Washington,Chelan                      ,53,7,24930,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Clallam                     ,53,9,27100,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Clark                       ,53,11,132000,23,PORTLAND (OR)                                                        
WA ,Washington,Columbia                    ,53,13,1650,79,SPOKANE (WA)                                                         
WA ,Washington,Cowlitz                     ,53,15,35850,23,PORTLAND (OR)                                                        
WA ,Washington,Douglas                     ,53,17,11480,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Ferry                       ,53,19,2770,79,SPOKANE (WA)                                                         
WA ,Washington,Franklin                    ,53,21,14530,127,YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)            
WA ,Washington,Garfield                    ,53,23,950,79,SPOKANE (WA)                                                         
WA ,Washington,Grant                       ,53,25,25260,79,SPOKANE (WA)                                                         
WA ,Washington,Grays Harbor                ,53,27,25930,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Island                      ,53,29,27850,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Jefferson                   ,53,31,11340,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,King                        ,53,33,704890,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Kitsap                      ,53,35,86020,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Kittitas                    ,53,37,13220,127,YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)            
WA ,Washington,Klickitat                   ,53,39,7220,23,PORTLAND (OR)                                                        
WA ,Washington,Lewis                       ,53,41,25570,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Lincoln                     ,53,43,4260,79,SPOKANE (WA)                                                         
WA ,Washington,Mason                       ,53,45,18780,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Okanogan                    ,53,47,14580,79,SPOKANE (WA)                                                         
WA ,Washington,Pacific                     ,53,49,9160,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Pend Oreille                ,53,51,4740,79,SPOKANE (WA)                                                         
WA ,Washington,Pierce                      ,53,53,265500,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,San Juan                    ,53,55,6500,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Skagit                      ,53,57,38420,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Skamania                    ,53,59,3600,23,PORTLAND (OR)                                                        
WA ,Washington,Snohomish                   ,53,61,229200,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Spokane                     ,53,63,164830,79,SPOKANE (WA)                                                         
WA ,Washington,Stevens                     ,53,65,14560,79,SPOKANE (WA)                                                         
WA ,Washington,Thurston                    ,53,67,82280,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Wahkiakum                   ,53,69,1490,23,PORTLAND (OR)                                                        
WA ,Washington,Walla Walla                 ,53,71,19390,127,YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)            
WA ,Washington,Whatcom                     ,53,73,64150,12,SEATTLE (WA) - TACOMA (WA)                                           
WA ,Washington,Whitman                     ,53,75,15050,79,SPOKANE (WA)                                                         
WA ,Washington,Yakima                      ,53,77,72540,127,YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)            
WV ,West Virginia,Barbour                     ,54,1,5900,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Berkeley                    ,54,3,30730,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Boone                       ,54,5,10150,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Braxton                     ,54,7,5740,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Brooke                      ,54,9,10330,150,WHEELING (WV) - STEUBENVILLE (OH)                                    
WV ,West Virginia,Cabell                      ,54,11,40650,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Calhoun                     ,54,13,3020,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Clay                        ,54,15,3980,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Doddridge                   ,54,17,2790,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Fayette                     ,54,19,18790,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Gilmer                      ,54,21,2610,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Grant                       ,54,23,4570,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Greenbrier                  ,54,25,14070,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Hampshire                   ,54,27,8130,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Hancock                     ,54,29,13310,150,WHEELING (WV) - STEUBENVILLE (OH)                                    
WV ,West Virginia,Hardy                       ,54,31,5280,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Harrison                    ,54,33,27510,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Jackson                     ,54,35,11160,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Jefferson                   ,54,37,16660,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Kanawha                     ,54,39,84200,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Lewis                       ,54,41,6750,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Lincoln                     ,54,43,8750,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Logan                       ,54,45,14160,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Marion                      ,54,49,23340,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Marshall                    ,54,51,13990,150,WHEELING (WV) - STEUBENVILLE (OH)                                    
WV ,West Virginia,Mason                       ,54,53,10450,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,McDowell                    ,54,47,9950,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Mercer                      ,54,55,26110,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Mineral                     ,54,57,10270,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Mingo                       ,54,59,10490,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Monongalia                  ,54,61,33630,21,PITTSBURGH (PA)                                                      
WV ,West Virginia,Monroe                      ,54,63,5570,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Morgan                      ,54,65,6290,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    
WV ,West Virginia,Nicholas                    ,54,67,10540,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Ohio                        ,54,69,19050,150,WHEELING (WV) - STEUBENVILLE (OH)                                    
WV ,West Virginia,Pendleton                   ,54,71,3130,178,HARRISONBURG (VA)                                                    
WV ,West Virginia,Pleasants                   ,54,73,2870,188,PARKERSBURG (WV)                                                     
WV ,West Virginia,Pocahontas                  ,54,75,3700,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Preston                     ,54,77,11310,21,PITTSBURGH (PA)                                                      
WV ,West Virginia,Putnam                      ,54,79,20620,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Raleigh                     ,54,81,31590,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Randolph                    ,54,83,10740,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Ritchie                     ,54,85,4110,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Roane                       ,54,87,6130,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
WV ,West Virginia,Summers                     ,54,89,5280,149,BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)                        
WV ,West Virginia,Taylor                      ,54,91,6270,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Tucker                      ,54,93,2910,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Tyler                       ,54,95,3750,150,WHEELING (WV) - STEUBENVILLE (OH)                                    
WV ,West Virginia,Upshur                      ,54,97,8860,166,CLARKSBURG (WV) - WESTON (WV)                                        
WV ,West Virginia,Wayne                       ,54,99,17260,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    
