"","Category","Total Cases","Total Deaths"
"4180","20200330_SPRINGFIELD (MO)",87,4
"4181","20200330_ST. JOSEPH (MO)",4,0
"4182","20200330_ST. LOUIS (MO)",628,8
"4183","20200330_SYRACUSE (NY)",305,0
"4184","20200330_TALLAHASSEE (FL) - THOMASVILLE (GA)",67,1
"4185","20200330_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",663,15
"4186","20200330_TERRE HAUTE (IN)",15,1
"4187","20200330_TOLEDO (OH)",161,3
"4188","20200330_TOPEKA (KS)",43,1
"4189","20200330_TRAVERSE CITY (MI) - CADILLAC (MI)",53,3
"4190","20200330_TRI-CITIES, TN-VA",3,0
"4191","20200330_TUCSON (AZ) - SIERRA VISTA (AZ)",193,6
"4192","20200330_TULSA (OK)",176,6
"4193","20200330_TWIN FALLS (ID)",157,2
"4194","20200330_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",50,1
"4195","20200330_UTICA (NY)",63,2
"4196","20200330_VICTORIA (TX)",6,0
"4197","20200330_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",121,3
"4198","20200330_WASHINGTON (DC) - HAGERSTOWN (MD)",1663,21
"4199","20200330_WASHINGTON, DC(HAGRSTWN)",39,0
"4200","20200330_WATERTOWN (NY)",26,0
"4201","20200330_WAUSAU (WI) - RHINELANDER (WI)",11,0
"4202","20200330_WEST PALM BEACH (FL) - FT. PIERCE (FL)",545,12
"4203","20200330_WHEELING (WV) - STEUBENVILLE (OH)",32,0
"4204","20200330_WICHITA (KS) - HUTCHINSON (KS)",75,1
"4205","20200330_WICHITA FALLS (TX) - LAWTON (OK)",46,0
"4206","20200330_WILKES BARRE (PA) - SCRANTON (PA)",478,12
"4207","20200330_WILMINGTON (NC)",41,0
"4208","20200330_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",299,8
"4209","20200330_YOUNGSTOWN (OH)",177,8
"4210","20200330_YUMA (AZ) - EL CENTRO (CA)",45,0
"4211","20200330_ZANESVILLE (OH)",2,0
"4212","20200331_ABILENE (TX) - SWEETWATER (TX)",17,0
"4213","20200331_ALBANY (GA)",750,39
"4214","20200331_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",759,9
"4215","20200331_ALBUQUERQUE (NM) - SANTA FE (NM)",333,5
"4216","20200331_ALEXANDRIA (LA)",82,3
"4217","20200331_AMARILLO (TX)",31,1
"4218","20200331_ANCHORAGE (AK)",76,2
"4219","20200331_ATLANTA (GA)",2690,73
"4220","20200331_AUGUSTA (GA)",106,1
"4221","20200331_AUSTIN (TX)",287,3
"4222","20200331_BAKERSFIELD (CA)",101,1
"4223","20200331_BALTIMORE (MD)",805,8
"4224","20200331_BANGOR (ME)",15,0
"4225","20200331_BATON ROUGE (LA)",541,22
"4226","20200331_BEAUMONT (TX) - PORT ARTHUR (TX)",35,1
"4227","20200331_BEND (OR)",24,0
"4228","20200331_BILLINGS (MT)",37,0
"4229","20200331_BILOXI (MS) - GULFPORT (MS)",88,1
"4230","20200331_BINGHAMTON (NY)",80,3
"4231","20200331_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",519,2
"4232","20200331_BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)",10,0
"4233","20200331_BOISE (ID)",263,4
"4234","20200331_BOSTON (MA) - MANCHESTER (NH)",5651,67
"4235","20200331_BOWLING GREEN (KY)",17,0
"4236","20200331_BUFFALO (NY)",527,9
"4237","20200331_BURLINGTON (VT) - PLATTSBURGH (NY)",327,7
"4238","20200331_BUTTE (MT) - BOZEMAN (MT)",95,1
"4239","20200331_CASPER (WY) - RIVERTON (WY)",40,0
"4240","20200331_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",268,5
"4241","20200331_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",72,4
"4242","20200331_CHARLESTON (SC)",194,1
"4243","20200331_CHARLESTON (WV) - HUNTINGTON (WV)",66,2
"4244","20200331_CHARLOTTE (NC)",713,4
"4245","20200331_CHARLOTTESVILLE",14,0
"4246","20200331_CHARLOTTESVILLE (VA)",28,0
"4247","20200331_CHATTANOOGA (TN)",110,2
"4248","20200331_CHEYENNE (WY) - SCOTTSBLUF (NE)",29,0
"4249","20200331_CHICAGO (IL)",5929,104
"4250","20200331_CHICO (CA) - REDDING (CA)",16,1
"4251","20200331_CINCINNATI (OH)",316,9
"4252","20200331_CLARKSBURG (WV) - WESTON (WV)",20,1
"4253","20200331_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",993,22
"4254","20200331_COLORADO SPRINGS (CO) - PUEBLO (CO)",324,17
"4255","20200331_COLUMBIA (MO) - JEFFERSON CITY (MO)",116,1
"4256","20200331_COLUMBIA (SC)",410,9
"4257","20200331_COLUMBUS (GA)",189,8
"4258","20200331_COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)",129,3
"4259","20200331_COLUMBUS (OH)",454,4
"4260","20200331_CORPUS CHRISTI (TX)",35,0
"4261","20200331_DALLAS (TX) - FT. WORTH (TX)",1235,21
"4262","20200331_DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)",67,3
"4263","20200331_DAYTON (OH)",130,9
"4264","20200331_DENVER (CO)",2502,51
"4265","20200331_DES MOINES (IA) - AMES (IA)",138,1
"4266","20200331_DETROIT (MI)",6695,242
"4267","20200331_DOTHAN (AL)",46,1
"4268","20200331_DULUTH (MN) - SUPERIOR (WI)",26,2
"4269","20200331_EL PASO (TX)",68,0
"4270","20200331_ELMIRA (NY)",48,0
"4271","20200331_ERIE (PA)",19,0
"4272","20200331_EUGENE (OR)",37,2
"4273","20200331_EUREKA (CA)",27,0
"4274","20200331_EVANSVILLE (IN)",110,2
"4275","20200331_FAIRBANKS (AK)",35,0
"4276","20200331_FARGO (ND) - VALLEY CITY (ND)",52,1
"4277","20200331_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",289,10
"4278","20200331_FLORENCE (SC) - MYRTLE BEACH (SC)",77,7
"4279","20200331_FRESNO (CA) - VISALIA (CA)",150,2
"4280","20200331_FT. MYERS (FL) - NAPLES (FL)",390,11
"4281","20200331_FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)",78,1
"4282","20200331_FT. WAYNE (IN)",49,2
"4283","20200331_GAINESVILLE (FL)",89,0
"4284","20200331_GRAND JUNCTION (CO) - MONTROSE (CO)",28,0
"4285","20200331_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",228,4
"4286","20200331_GREAT FALLS (MT)",17,2
"4287","20200331_GREEN BAY (WI) - APPLETON (WI)",59,3
"4288","20200331_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",169,2
"4289","20200331_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",74,1
"4290","20200331_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",289,3
"4291","20200331_GREENWOOD (MS) - GREENVILLE (MS)",80,3
"4292","20200331_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",68,0
"4293","20200331_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",313,5
"4294","20200331_HARRISONBURG",8,0
"4295","20200331_HARRISONBURG (VA)",5,0
"4296","20200331_HARTFORD (CT) - NEW HAVEN (CT)",1181,29
"4297","20200331_HATTIESBURG (MS) - LAUREL (MS)",42,1
"4298","20200331_HELENA (MT)",15,0
"4299","20200331_HONOLULU (HI)",209,1
"4300","20200331_HOUSTON (TX)",1171,11
"4301","20200331_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",183,3
"4302","20200331_IDAHO FALLS (ID) - POCATELLO (ID)",43,0
"4303","20200331_INDIANAPOLIS (IN)",1593,30
"4304","20200331_JACKSON (MS)",291,2
"4305","20200331_JACKSON (TN)",14,0
"4306","20200331_JACKSONVILLE (FL)",400,11
"4307","20200331_JOHNSTOWN (PA) - ALTOONA (PA)",44,0
"4308","20200331_JONESBORO (AR)",18,0
"4309","20200331_JOPLIN (MO) - PITTSBURG (KS)",33,1
"4310","20200331_JUNEAU (AK)",22,0
"4311","20200331_KANSAS CITY (MO)",549,10
"4312","20200331_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",50,0
"4313","20200331_KNOXVILLE (TN)",155,1
"4314","20200331_LA CROSSE (WI) - EAU CLAIRE (WI)",59,0
"4315","20200331_LAFAYETTE (IN)",14,1
"4316","20200331_LAFAYETTE (LA)",279,7
"4317","20200331_LAKE CHARLES (LA)",85,2
"4318","20200331_LANSING (MI)",197,2
"4319","20200331_LAREDO (TX)",37,2
"4320","20200331_LAS VEGAS (NV)",870,23
"4321","20200331_LEXINGTON (KY)",200,4
"4322","20200331_LIMA (OH)",7,0
"4323","20200331_LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)",31,2
"4324","20200331_LITTLE ROCK (AR) - PINE BLUFF (AR)",401,7
"4325","20200331_LOS ANGELES (CA)",4224,85
"4326","20200331_LOUISVILLE (KY)",332,10
"4327","20200331_LUBBOCK (TX)",97,1
"4328","20200331_MACON (GA)",109,5
"4329","20200331_MADISON (WI)",250,3
"4330","20200331_MANKATO (MN)",37,2
"4331","20200331_MARQUETTE (MI)",7,0
"4332","20200331_MEDFORD (OR) - KLAMATH FALLS (OR)",39,0
"4333","20200331_MEMPHIS (TN)",675,7
"4334","20200331_MERIDIAN (MS)",50,0
"4335","20200331_MIAMI (FL) - FT. LAUDERDALE (FL)",3369,19
"4336","20200331_MILWAUKEE (WI)",959,18
"4337","20200331_MINNEAPOLIS (MN) - ST. PAUL (MN)",486,8
"4338","20200331_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",86,2
"4339","20200331_MISSOULA (MT)",29,0
"4340","20200331_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",254,4
"4341","20200331_MONROE (LA) - EL DORADO (AR)",110,2
"4342","20200331_MONTEREY (CA) - SALINAS (CA)",112,4
"4343","20200331_MONTGOMERY (AL) - SELMA (AL)",89,2
"4344","20200331_NA",5356,48
"4345","20200331_NASHVILLE (TN)",1079,4
"4346","20200331_NEW ORLEANS (LA)",3820,193
"4347","20200331_NEW YORK (NY)",89823,1549
"4348","20200331_NORFOLK-PORTSMTH-NEWPT NWS",10,1
"4349","20200331_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",333,4
"4350","20200331_NORTH PLATTE (NE)",5,1
"4351","20200331_ODESSA (TX) - MIDLAND (TX)",23,1
"4352","20200331_OKLAHOMA CITY (OK)",316,14
"4353","20200331_OMAHA (NE)",179,1
"4354","20200331_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",866,6
"4355","20200331_OTTUMWA (IA) - KIRKSVILLE (MO)",7,0
"4356","20200331_PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)",75,0
"4357","20200331_PANAMA CITY (FL)",31,0
"4358","20200331_PARKERSBURG (WV)",6,0
"4359","20200331_PEORIA (IL) - BLOOMINGTON (IL)",40,2
"4360","20200331_PHILADELPHIA (PA)",4447,63
"4361","20200331_PHOENIX (AZ)",1062,11
"4362","20200331_PITTSBURGH (PA)",621,7
"4363","20200331_PORTLAND (ME) - AUBURN (ME)",294,5
"4364","20200331_PORTLAND (OR)",722,23
"4365","20200331_PROVIDENCE (RI) - NEW BEDFORD (MA)",901,10
"4366","20200331_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",5,0
"4367","20200331_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",497,2
"4368","20200331_RAPID CITY (SD)",23,0
"4369","20200331_RENO (NV)",149,4
"4370","20200331_RICHMOND-PETERSBURG",6,0
"4371","20200331_RICHMOND (VA) - PETERSBURG (VA)",185,3
"4372","20200331_ROANOKE-LYNCHBURG",16,0
"4373","20200331_ROANOKE (VA) - LYNCHBURG (VA)",30,0
"4374","20200331_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",92,0
"4375","20200331_ROCHESTER (NY)",354,9
"4376","20200331_ROCKFORD (IL)",19,0
"4377","20200331_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",623,18
"4378","20200331_SALISBURY (MD)",99,3
"4379","20200331_SALT LAKE CITY (UT)",876,2
"4380","20200331_SAN ANGELO (TX)",6,0
"4381","20200331_SAN ANTONIO (TX)",262,11
"4382","20200331_SAN DIEGO (CA)",734,9
"4383","20200331_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",2362,63
"4384","20200331_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",179,0
"4385","20200331_SAVANNAH (GA)",161,3
"4386","20200331_SEATTLE (WA) - TACOMA (WA)",4403,206
"4387","20200331_SHERMAN (TX) - ADA (OK)",16,0
"4388","20200331_SHREVEPORT (LA)",396,11
"4389","20200331_SIOUX CITY (IA)",20,0
"4390","20200331_SIOUX FALLS (SD) - MITCHELL (SD)",95,1
"4391","20200331_SOUTH BEND (IN) - ELKHART (IN)",120,4
"4392","20200331_SPOKANE (WA)",272,7
"4393","20200331_SPRINGFIELD (MA) - HOLYOKE (MA)",484,17
"4394","20200331_SPRINGFIELD (MO)",100,4
"4395","20200331_ST. JOSEPH (MO)",6,0
"4396","20200331_ST. LOUIS (MO)",867,9
"4397","20200331_SYRACUSE (NY)",329,0
"4398","20200331_TALLAHASSEE (FL) - THOMASVILLE (GA)",80,1
"4399","20200331_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",774,19
"4400","20200331_TERRE HAUTE (IN)",19,1
"4401","20200331_TOLEDO (OH)",189,4
"4402","20200331_TOPEKA (KS)",53,1
"4403","20200331_TRAVERSE CITY (MI) - CADILLAC (MI)",62,3
"4404","20200331_TRI-CITIES, TN-VA",3,0
"4405","20200331_TUCSON (AZ) - SIERRA VISTA (AZ)",208,6
"4406","20200331_TULSA (OK)",214,8
"4407","20200331_TWIN FALLS (ID)",204,3
"4408","20200331_TYLER (TX) - LONGVIEW (TX) - LUFKIN (TX) - NACOGDOCHES (TX)",51,1
"4409","20200331_UTICA (NY)",70,2
"4410","20200331_VICTORIA (TX)",9,0
"4411","20200331_WACO (TX) - TEMPLE (TX) - BRYAN (TX)",131,4
"4412","20200331_WASHINGTON (DC) - HAGERSTOWN (MD)",1980,22
"4413","20200331_WASHINGTON, DC(HAGRSTWN)",44,0
"4414","20200331_WATERTOWN (NY)",44,0
"4415","20200331_WAUSAU (WI) - RHINELANDER (WI)",12,0
"4416","20200331_WEST PALM BEACH (FL) - FT. PIERCE (FL)",650,16
"4417","20200331_WHEELING (WV) - STEUBENVILLE (OH)",38,0
"4418","20200331_WICHITA (KS) - HUTCHINSON (KS)",85,1
"4419","20200331_WICHITA FALLS (TX) - LAWTON (OK)",54,0
"4420","20200331_WILKES BARRE (PA) - SCRANTON (PA)",629,16
"4421","20200331_WILMINGTON (NC)",44,0
"4422","20200331_YAKIMA (WA) - PASCO (WA) - RICHLAND (WA) - KENNEWICK (WA)",301,9
"4423","20200331_YOUNGSTOWN (OH)",226,13
"4424","20200331_YUMA (AZ) - EL CENTRO (CA)",50,0
"4425","20200331_ZANESVILLE (OH)",2,0
"4426","20200401_ABILENE (TX) - SWEETWATER (TX)",20,0
"4427","20200401_ALBANY (GA)",806,43
"4428","20200401_ALBANY (NY) - SCHENECTADY (NY) - TROY (NY)",822,10
"4429","20200401_ALBUQUERQUE (NM) - SANTA FE (NM)",377,6
"4430","20200401_ALEXANDRIA (LA)",109,6
"4431","20200401_AMARILLO (TX)",56,1
"4432","20200401_ANCHORAGE (AK)",79,2
"4433","20200401_ATLANTA (GA)",2883,90
"4434","20200401_AUGUSTA (GA)",119,1
"4435","20200401_AUSTIN (TX)",357,3
"4436","20200401_BAKERSFIELD (CA)",110,1
"4437","20200401_BALTIMORE (MD)",939,12
"4438","20200401_BANGOR (ME)",17,0
"4439","20200401_BATON ROUGE (LA)",605,23
"4440","20200401_BEAUMONT (TX) - PORT ARTHUR (TX)",48,1
"4441","20200401_BEND (OR)",27,0
"4442","20200401_BILLINGS (MT)",41,0
"4443","20200401_BILOXI (MS) - GULFPORT (MS)",105,1
"4444","20200401_BINGHAMTON (NY)",95,4
"4445","20200401_BIRMINGHAM (AL) - ANNISTON (AL) - TUSCALOOSA (AL)",560,11
"4446","20200401_BLUEFIELD (WV) - BECKLEY (WV) - OAK HILL (WV)",10,0
"4447","20200401_BOISE (ID)",311,4
"4448","20200401_BOSTON (MA) - MANCHESTER (NH)",6682,91
"4449","20200401_BOWLING GREEN (KY)",21,0
"4450","20200401_BUFFALO (NY)",658,16
"4451","20200401_BURLINGTON (VT) - PLATTSBURGH (NY)",353,8
"4452","20200401_BUTTE (MT) - BOZEMAN (MT)",101,1
"4453","20200401_CASPER (WY) - RIVERTON (WY)",43,0
"4454","20200401_CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)",291,6
"4455","20200401_CHAMPAIGN (IL) - SPRINGFIELD (IL) - DECATUR (IL)",87,4
"4456","20200401_CHARLESTON (SC)",257,1
"4457","20200401_CHARLESTON (WV) - HUNTINGTON (WV)",76,2
"4458","20200401_CHARLOTTE (NC)",762,5
"4459","20200401_CHARLOTTESVILLE",16,0
"4460","20200401_CHARLOTTESVILLE (VA)",28,0
"4461","20200401_CHATTANOOGA (TN)",129,5
"4462","20200401_CHEYENNE (WY) - SCOTTSBLUF (NE)",39,0
"4463","20200401_CHICAGO (IL)",6890,143
"4464","20200401_CHICO (CA) - REDDING (CA)",17,1
"4465","20200401_CINCINNATI (OH)",370,10
"4466","20200401_CLARKSBURG (WV) - WESTON (WV)",27,1
"4467","20200401_CLEVELAND (OH) - AKRON (OH) - CANTON (OH)",1102,27
"4468","20200401_COLORADO SPRINGS (CO) - PUEBLO (CO)",359,18
"4469","20200401_COLUMBIA (MO) - JEFFERSON CITY (MO)",123,1
"4470","20200401_COLUMBIA (SC)",471,11
"4471","20200401_COLUMBUS (GA)",214,9
"4472","20200401_COLUMBUS (MS) - TUPELO (MS) - WEST POINT (MS)",143,3
"4473","20200401_COLUMBUS (OH)",542,7
"4474","20200401_CORPUS CHRISTI (TX)",40,0
"4475","20200401_DALLAS (TX) - FT. WORTH (TX)",1517,25
"4476","20200401_DAVENPORT (IA) - ROCK ISLAND (IL) - MOLINE (IL)",87,3
"4477","20200401_DAYTON (OH)",158,9
"4478","20200401_DENVER (CO)",2819,61
"4479","20200401_DES MOINES (IA) - AMES (IA)",151,2
"4480","20200401_DETROIT (MI)",8084,307
"4481","20200401_DOTHAN (AL)",50,2
"4482","20200401_DULUTH (MN) - SUPERIOR (WI)",30,2
"4483","20200401_EL PASO (TX)",71,0
"4484","20200401_ELMIRA (NY)",64,0
"4485","20200401_ERIE (PA)",21,0
"4486","20200401_EUGENE (OR)",41,2
"4487","20200401_EUREKA (CA)",27,0
"4488","20200401_EVANSVILLE (IN)",120,4
"4489","20200401_FAIRBANKS (AK)",40,0
"4490","20200401_FARGO (ND) - VALLEY CITY (ND)",61,1
"4491","20200401_FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)",382,11
"4492","20200401_FLORENCE (SC) - MYRTLE BEACH (SC)",84,7
"4493","20200401_FRESNO (CA) - VISALIA (CA)",178,3
"4494","20200401_FT. MYERS (FL) - NAPLES (FL)",433,13
"4495","20200401_FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)",83,1
"4496","20200401_FT. WAYNE (IN)",58,2
"4497","20200401_GAINESVILLE (FL)",94,0
"4498","20200401_GRAND JUNCTION (CO) - MONTROSE (CO)",28,0
"4499","20200401_GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)",264,5
"4500","20200401_GREAT FALLS (MT)",17,2
"4501","20200401_GREEN BAY (WI) - APPLETON (WI)",69,3
"4502","20200401_GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)",179,2
"4503","20200401_GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)",75,1
"4504","20200401_GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)",335,4
"4505","20200401_GREENWOOD (MS) - GREENVILLE (MS)",88,3
"4506","20200401_HARLINGEN (TX) - WESLACO (TX) - BROWNSVILLE (TX) - MCALLEN (TX)",78,0
"4507","20200401_HARRISBURG (PA) - LANCASTER (PA) - LEBANON (PA) - YORK (PA)",374,5
"4508","20200401_HARRISONBURG",12,0
"4509","20200401_HARRISONBURG (VA)",10,0
"4510","20200401_HARTFORD (CT) - NEW HAVEN (CT)",1386,37
"4511","20200401_HATTIESBURG (MS) - LAUREL (MS)",54,1
"4512","20200401_HELENA (MT)",17,0
"4513","20200401_HONOLULU (HI)",238,1
"4514","20200401_HOUSTON (TX)",1426,13
"4515","20200401_HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)",194,3
"4516","20200401_IDAHO FALLS (ID) - POCATELLO (ID)",47,0
"4517","20200401_INDIANAPOLIS (IN)",1898,41
"4518","20200401_JACKSON (MS)",345,4
"4519","20200401_JACKSON (TN)",17,0
"4520","20200401_JACKSONVILLE (FL)",466,13
"4521","20200401_JOHNSTOWN (PA) - ALTOONA (PA)",48,0
"4522","20200401_JONESBORO (AR)",22,0
"4523","20200401_JOPLIN (MO) - PITTSBURG (KS)",35,1
"4524","20200401_JUNEAU (AK)",24,0
"4525","20200401_KANSAS CITY (MO)",616,12
"4526","20200401_KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)",68,1
"4527","20200401_KNOXVILLE (TN)",180,1
"4528","20200401_LA CROSSE (WI) - EAU CLAIRE (WI)",65,0
"4529","20200401_LAFAYETTE (IN)",19,1
"4530","20200401_LAFAYETTE (LA)",371,9
"4531","20200401_LAKE CHARLES (LA)",117,2
"4532","20200401_LANSING (MI)",256,4
"4533","20200401_LAREDO (TX)",45,2
"4534","20200401_LAS VEGAS (NV)",965,28
"4535","20200401_LEXINGTON (KY)",235,4
"4536","20200401_LIMA (OH)",9,0
"4537","20200401_LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)",40,2
"4538","20200401_LITTLE ROCK (AR) - PINE BLUFF (AR)",437,9
"4539","20200401_LOS ANGELES (CA)",4918,99
"4540","20200401_LOUISVILLE (KY)",379,11
"4541","20200401_LUBBOCK (TX)",120,2
"4542","20200401_MACON (GA)",136,8
"4543","20200401_MADISON (WI)",279,5
"4544","20200401_MANKATO (MN)",42,2
"4545","20200401_MARQUETTE (MI)",10,0
"4546","20200401_MEDFORD (OR) - KLAMATH FALLS (OR)",40,0
"4547","20200401_MEMPHIS (TN)",807,9
"4548","20200401_MERIDIAN (MS)",59,0
"4549","20200401_MIAMI (FL) - FT. LAUDERDALE (FL)",3793,24
"4550","20200401_MILWAUKEE (WI)",1110,24
"4551","20200401_MINNEAPOLIS (MN) - ST. PAUL (MN)",526,8
"4552","20200401_MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)",99,2
"4553","20200401_MISSOULA (MT)",37,0
"4554","20200401_MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)",276,8
"4555","20200401_MONROE (LA) - EL DORADO (AR)",142,2
"4556","20200401_MONTEREY (CA) - SALINAS (CA)",119,4
"4557","20200401_MONTGOMERY (AL) - SELMA (AL)",107,2
"4558","20200401_NA",7098,66
"4559","20200401_NASHVILLE (TN)",1367,16
"4560","20200401_NEW ORLEANS (LA)",4684,226
"4561","20200401_NEW YORK (NY)",100109,1997
"4562","20200401_NORFOLK-PORTSMTH-NEWPT NWS",11,1
"4563","20200401_NORFOLK (VA) - PORTSMOUTH (VA) - NEWPORT NEWS (VA)",390,4
"4564","20200401_NORTH PLATTE (NE)",9,1
"4565","20200401_ODESSA (TX) - MIDLAND (TX)",31,1
"4566","20200401_OKLAHOMA CITY (OK)",395,19
"4567","20200401_OMAHA (NE)",187,1
"4568","20200401_ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)",1048,5
"4569","20200401_OTTUMWA (IA) - KIRKSVILLE (MO)",9,0
"4570","20200401_PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS)",84,0
"4571","20200401_PANAMA CITY (FL)",39,0
"4572","20200401_PARKERSBURG (WV)",6,0
"4573","20200401_PEORIA (IL) - BLOOMINGTON (IL)",44,2
"4574","20200401_PHILADELPHIA (PA)",5257,69
"4575","20200401_PHOENIX (AZ)",1160,11
"4576","20200401_PITTSBURGH (PA)",673,9
"4577","20200401_PORTLAND (ME) - AUBURN (ME)",334,7
"4578","20200401_PORTLAND (OR)",782,24
"4579","20200401_PROVIDENCE (RI) - NEW BEDFORD (MA)",1074,14
"4580","20200401_QUINCY (IL) - HANNIBAL (MO) - KEOKUK (IA)",5,0
"4581","20200401_RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)",510,2
"4582","20200401_RAPID CITY (SD)",23,0
"4583","20200401_RENO (NV)",192,5
"4584","20200401_RICHMOND-PETERSBURG",7,0
"4585","20200401_RICHMOND (VA) - PETERSBURG (VA)",229,5
"4586","20200401_ROANOKE-LYNCHBURG",19,0
"4587","20200401_ROANOKE (VA) - LYNCHBURG (VA)",38,0
"4588","20200401_ROCHESTER (MN) - MASON CITY (IA) - AUSTIN (MN)",108,0
"4589","20200401_ROCHESTER (NY)",411,9
"4590","20200401_ROCKFORD (IL)",22,1
"4591","20200401_SACRAMENTO (CA) - STOCKTON (CA) - MODESTO (CA)",752,20
"4592","20200401_SALISBURY (MD)",117,4
"4593","20200401_SALT LAKE CITY (UT)",984,3
"4594","20200401_SAN ANGELO (TX)",9,0
"4595","20200401_SAN ANTONIO (TX)",294,11
"4596","20200401_SAN DIEGO (CA)",849,15
"4597","20200401_SAN FRANCISCO (CA) - OAKLAND (CA) - SAN JOSE (CA)",2633,67
"4598","20200401_SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)",194,0
"4599","20200401_SAVANNAH (GA)",185,5
"4600","20200401_SEATTLE (WA) - TACOMA (WA)",4819,230
"4601","20200401_SHERMAN (TX) - ADA (OK)",17,0
"4602","20200401_SHREVEPORT (LA)",486,11
"4603","20200401_SIOUX CITY (IA)",22,1
"4604","20200401_SIOUX FALLS (SD) - MITCHELL (SD)",117,1
"4605","20200401_SOUTH BEND (IN) - ELKHART (IN)",136,5
"4606","20200401_SPOKANE (WA)",304,7
"4607","20200401_SPRINGFIELD (MA) - HOLYOKE (MA)",628,25
"4608","20200401_SPRINGFIELD (MO)",112,8
"4609","20200401_ST. JOSEPH (MO)",7,0
"4610","20200401_ST. LOUIS (MO)",908,9
"4611","20200401_SYRACUSE (NY)",416,5
"4612","20200401_TALLAHASSEE (FL) - THOMASVILLE (GA)",99,1
"4613","20200401_TAMPA (FL) - ST. PETERSBURG (FL) - SARASOTA (FL)",979,20
"4614","20200401_TERRE HAUTE (IN)",22,2
"4615","20200401_TOLEDO (OH)",237,4
"4616","20200401_TOPEKA (KS)",61,2
"4617","20200401_TRAVERSE CITY (MI) - CADILLAC (MI)",68,4
"4618","20200401_TRI-CITIES, TN-VA",5,0
"4619","20200401_TUCSON (AZ) - SIERRA VISTA (AZ)",224,10
"4620","20200401_TULSA (OK)",281,9
"4621","20200401_TWIN FALLS (ID)",294,3
